merchant_abn,name,tags,revenue_level,take_rate
30689045280,Dolor Egestas Institute,antique,b,3.55
30749472383,Pharetra Sed Foundation,books,a,6.33
30769373086,Massa Vestibulum Ltd,jewelry,c,1.72
30772059502,Egestas Sed Pharetra Corp.,antique,b,4.82
30775213097,Sed Et Associates,furniture,a,5.85
30779952495,Nam Consequat Institute,stationery,d,1.29
30780133873,Pede LLP,telecom,c,2.1
30801495844,Nunc Ullamcorper Company,opticians,b,4.58
30822803386,Ut Inc.,cable,a,5.57
30864611742,Nisl Sem Limited,shoe,b,4.79
30900210196,Sem Magna Nec Industries,jewelry,b,4.98
30942453214,Justo Nec Associates,opticians,a,6.83
31003199153,Augue Sed Corporation,garden supply,b,4.58
31029589578,Semper Et Lacinia Company,gift,c,2.75
31068797937,Magna Praesent Industries,hobby,c,2.34
31092671220,Porttitor Eros Nec Ltd,digital goods,a,6.25
31101120643,Commodo Hendrerit Donec Corp.,cable,a,6.37
31153557593,Ut Semper Corporation,telecom,d,1.33
31169432936,Enim Condimentum Inc.,shoe,b,3.42
31202988152,Justo Eu Corporation,furniture,b,3.19
31238575689,Ipsum Leo LLP,computer,a,6.68
31245723081,Enim Commodo Inc.,shoe,a,6.28
31263348006,Blandit Nam Nulla Associates,stationery,a,5.81
31322181845,Magna Sed Institute,cable,e,0.31
31323293694,Tellus Faucibus Leo Consulting,motor,c,2.08
31330885977,Dis Parturient Ltd,computer,b,4.66
31334588839,Lacus Aliquam Corporation,antique,b,4.22
31337247877,Lorem Ac Risus Company,art dealer,a,6.9
31363277682,Fermentum Metus Industries,opticians,a,6.68
31385641294,Semper Auctor PC,motor,b,4.52
31397959824,Blandit Congue In Corp.,books,a,6.89
31400548982,Non Egestas PC,art dealer,b,4.26
31416331470,Quis Turpis Corporation,antique,a,6.57
31420388495,Nonummy Associates,garden supply,c,2.22
31456306765,Phasellus Ltd,health,a,5.89
31468420954,Non Hendrerit Id LLC,computer,c,2.49
31471800699,Egestas Aliquam Corp.,health,c,1.57
31471844679,Suspendisse Industries,art dealer,a,6.37
31472801314,Urna Justo Industries,music,a,6.56
31552582037,Velit Inc.,telecom,b,5.04
31562649946,Est Arcu Ac Incorporated,computer,b,4.01
31570712230,Pharetra Nam Corporation,health,a,6.44
31580243600,Sed Corp.,health,a,6.57
31585975447,Dolor Dapibus Gravida Associates,digital goods,b,3.12
31587341011,Velit Industries,shoe,a,6.69
31595398112,Enim Company,computer,b,4.77
31607615186,Fusce Mollis Duis Corp.,watch,a,5.62
31630375469,Ante Bibendum Corporation,motor,d,1.08
31637210281,Lorem Luctus Incorporated,gift,a,6.91
31681476434,Lorem Sit LLC,cable,c,2.22
31686734877,Etiam Laoreet LLP,health,c,2.49
31736633670,Vel Pede Blandit Corporation,digital goods,a,6.35
31754766736,Hendrerit Id Ante LLC,cable,c,1.56
31759308958,Rhoncus Donec Est Industries,bicycle,a,6.84
31770481079,Enim Diam Associates,bicycle,b,3.63
31823794994,Dolor Dapibus LLC,hobby,a,6.76
31840064969,Suspendisse Dui Institute,opticians,c,2.71
31861513116,Parturient Montes Nascetur Corp.,books,c,2.99
31867263249,Risus Donec Industries,shoe,b,4.46
31869958432,In Consectetuer Industries,garden supply,b,3.93
31905921746,Ut LLP,tent,a,6.52
31940875883,Amet Associates,cable,a,6.46
31969118588,Auctor Foundation,digital goods,a,5.74
31969420866,Sed Leo Cras Incorporated,computer,c,2.69
32021853619,Commodo Institute,art dealer,c,1.86
32069730393,Eget Metus LLP,computer,a,5.8
32082195327,Luctus PC,watch,b,3.12
32165886699,Quisque Inc.,artist supply,a,6.03
32173481131,Non PC,telecom,a,6.3
32176774610,Cubilia Curae Donec Inc.,watch,b,5.1
32196789327,Vestibulum Accumsan Neque Industries,hobby,b,4.18
32246751900,Massa Non LLC,florists,b,3.12
32258116290,Id Foundation,florists,c,1.64
32262357239,Nam Porttitor Scelerisque Corporation,motor,a,6.43
32329455050,Massa Lobortis Consulting,health,b,3.44
32350997564,Donec Vitae Corporation,garden supply,a,6.74
32361057556,Orci In Consequat Corporation,gift,a,6.61
32380337852,Urna Convallis Inc.,bicycle,a,6.26
32413511882,Morbi Vehicula Limited,motor,b,3.35
32423905315,Hendrerit Consulting,equipment,c,2.0
32446633720,Dolor Nonummy Corporation,computer,a,5.76
32451620193,Malesuada Augue PC,furniture,a,5.92
32493270774,Libero LLP,jewelry,b,3.33
32530636640,Hendrerit Foundation,tent,a,5.6
32551640842,Erat Semper Ltd,motor,a,6.59
32560075533,Malesuada Vel Convallis Consulting,digital goods,a,6.11
32566134208,Dapibus Rutrum Foundation,art dealer,b,3.21
32594843603,Tincidunt Dui Associates,motor,c,1.71
32598536052,Feugiat Lorem Ipsum Industries,florists,a,5.68
32605756719,In Ornare Industries,digital goods,a,6.57
32610248934,Mauris Non Dui PC,digital goods,c,2.91
32619416776,Quis Massa Ltd,books,a,5.89
32623092639,Penatibus Et Industries,gift,a,5.9
32656335530,Enim Etiam Gravida PC,gift,b,3.92
32709545238,Tempor Est Foundation,stationery,c,3.04
32709729094,Odio Auctor Corp.,florists,a,5.77
32727297124,Sed Industries,furniture,b,3.86
32749065279,Auctor LLC,digital goods,a,5.69
32772607667,Nunc Sed Institute,digital goods,b,4.17
32803063236,Non Justo Proin Limited,music,c,2.89
32812230887,Id Nunc Interdum Corporation,bicycle,b,4.76
32821775372,Mollis Phasellus Libero Inc.,garden supply,a,6.47
32825608803,Dapibus Quam Quis Associates,garden supply,d,1.4
32827360566,Et Commodo At Incorporated,watch,b,4.48
32842076466,Pellentesque Inc.,florists,a,5.72
32844138686,At Augue Id Associates,computer,c,1.89
32873803804,Sed Pharetra Ltd,art dealer,c,2.27
32894483068,Non Egestas LLP,computer,a,6.91
32897338221,Vel Nisl Incorporated,gift,a,6.2
32934378210,Nibh Consulting,telecom,b,4.51
32943566946,Ante Ipsum LLC,tent,a,6.45
32946666313,Ligula Donec LLC,computer,a,5.83
33026294208,Convallis Est Industries,garden supply,b,3.39
33032934489,Adipiscing Elit Etiam Incorporated,garden supply,c,2.15
33043043175,Ipsum Leo Consulting,hobby,c,1.73
33064796871,Curabitur Massa Consulting,computer,b,3.75
33068332703,Suspendisse Dui Fusce LLC,jewelry,b,4.93
33070920679,Aliquet Magna Incorporated,garden supply,b,4.61
33076003501,Sem Eget Limited,florists,c,1.47
33084912594,Sed Nulla Ante Foundation,bicycle,d,0.62
33087124172,Sapien Aenean Inc.,bicycle,c,1.77
33099767595,Diam At PC,shoe,a,5.8
33108281623,Lectus LLP,furniture,b,4.98
33138327540,Fermentum Convallis Ltd,shoe,b,4.78
33150692829,Mauris LLP,bicycle,b,4.47
33163130598,Id Ante Associates,books,a,5.64
33223110337,Cras Lorem Lorem LLP,artist supply,b,4.73
33226000026,Quis Turpis Corp.,tent,e,0.48
33233265647,Felis Corporation,books,b,3.81
33268824520,Arcu Nunc Incorporated,computer,a,5.62
33296649772,Nullam Lobortis Ltd,shoe,c,1.8
33337260688,Suspendisse Ac Company,digital goods,a,6.02
33344911835,Aliquam Arcu Ltd,florists,a,5.58
33357097824,Sem Ut Incorporated,hobby,c,2.06
33364563448,Lacinia Orci Incorporated,antique,b,4.99
33388024878,Semper Institute,gift,b,4.27
33412969398,Mi LLC,bicycle,a,6.73
33437657911,Dui Foundation,gift,c,1.91
33495932835,Vel Arcu Foundation,furniture,b,4.69
33581972361,Ipsum Dolor PC,equipment,b,5.09
33587480673,Egestas Blandit Nam LLP,furniture,b,3.26
33607911449,Nulla Semper LLC,florists,b,3.54
33651513345,Amet Lorem Ltd,florists,a,6.0
33654290585,Lacus Pede Corporation,bicycle,a,6.95
33754604709,Nullam Suscipit Ltd,bicycle,b,3.25
33765505000,Ut Nulla Associates,tent,c,1.58
33783846300,Suspendisse Non Leo LLP,watch,a,5.57
33784872304,Augue Malesuada Corporation,equipment,b,3.24
33790986203,Sed Consequat Corporation,music,a,6.04
33806831488,Quis Massa Limited,computer,a,6.33
33846458525,Quisque Industries,garden supply,a,5.91
33854504524,Felis Purus Limited,artist supply,b,4.62
33885350311,Vel Pede LLC,florists,a,5.91
33925457242,Non Quam LLP,health,c,1.75
33967237843,Commodo At Corp.,bicycle,b,4.17
33969442512,Sit Amet Corp.,bicycle,b,3.89
33998551054,Eu Nibh Vulputate Incorporated,watch,a,5.74
34020997841,Molestie Tellus Foundation,shoe,a,5.84
34048570533,Interdum Libero Dui Company,computer,a,6.57
34059083860,Tempor LLC,books,a,5.61
34082818630,Egestas Sed Inc.,digital goods,a,6.86
34095207240,Mauris Morbi Associates,gift,b,4.69
34096466752,Nullam Enim Ltd,computer,b,3.22
34172909925,Nec Ante Foundation,motor,b,4.75
34178940059,Scelerisque Dui Foundation,artist supply,c,1.46
34179569263,Sodales At LLC,music,b,4.72
34190774918,Eget Ipsum Corp.,health,a,6.5
34205660775,A Magna Associates,antique,a,6.3
34262348703,Mattis Semper Dui Foundation,computer,c,1.44
34268093162,Mi Felis Adipiscing Corp.,equipment,b,4.67
34322206505,Ac Mattis Semper Corporation,health,b,4.11
34339412732,Suspendisse Eleifend Consulting,tent,b,3.97
34365441985,Erat Associates,computer,a,6.26
34377873597,Ridiculus Mus Corp.,furniture,b,3.46
34398628767,Ut Pharetra Sed Inc.,florists,b,3.15
34402763739,Pharetra Nam Foundation,shoe,b,4.2
34430258507,Arcu Vivamus Sit Foundation,motor,c,1.58
34437937876,Tellus Imperdiet LLP,watch,a,6.27
34440496342,Mauris Nulla Integer Industries,opticians,c,2.85
34444004774,Aliquam Associates,stationery,a,6.01
34455283435,Ac Fermentum Company,jewelry,c,2.41
34459028045,Tellus Eu Inc.,stationery,a,6.05
34473591341,Dui Semper PC,garden supply,b,4.65
34516414355,Laoreet Institute,florists,b,3.11
34530907184,Magna Praesent LLP,music,a,6.61
34558201737,Suspendisse Non LLC,hobby,c,2.28
34564250941,Lorem LLP,art dealer,b,3.93
34568005237,Non Bibendum Foundation,florists,c,2.16
34591758600,A Consulting,computer,c,1.88
34621449599,Vivamus Nibh Company,telecom,b,3.15
34695415993,Ultrices Vivamus Rhoncus Associates,cable,a,6.02
34703763702,Scelerisque Neque Sed Industries,tent,a,6.98
34726792617,Purus Mauris Associates,gift,a,5.94
34744764368,Odio Corporation,digital goods,a,5.68
34768249497,Gravida Molestie Institute,opticians,c,1.57
34775154874,Tellus Ltd,furniture,c,2.46
34822634769,Dolor Egestas Rhoncus PC,cable,d,0.71
34861537920,Hendrerit A Ltd,music,a,5.84
34900312172,Arcu Sed Et Limited,stationery,b,3.99
34904300711,Convallis Convallis Dolor Foundation,music,c,2.57
34920839316,Nunc Est LLP,watch,e,0.22
34922750917,Magna Lorem Ipsum Inc.,health,c,2.18
34940973001,Sem Molestie Sodales Corporation,garden supply,c,2.29
34973148717,Montes Nascetur Ridiculus Ltd,motor,a,5.52
34978524408,Nec Imperdiet LLP,florists,b,4.77
34984654037,A Ultricies Foundation,digital goods,c,2.34
35014882568,Faucibus Corporation,digital goods,a,6.91
35016722348,Lacus PC,tent,a,6.09
35040817462,Dolor Vitae Limited,computer,a,6.55
35071907475,A Auctor Non Institute,bicycle,b,3.91
35079621278,Imperdiet Ullamcorper Industries,equipment,b,5.06
35144409275,Dictum Mi LLC,health,a,6.17
35176289951,Risus Ltd,computer,c,2.8
35188460630,Tortor Associates,garden supply,a,6.97
35194643826,Orci Industries,music,a,6.61
35195862809,Pede Cras Industries,digital goods,c,2.87
35223308778,Euismod In Corp.,books,b,4.19
35225211178,Placerat Cras Foundation,garden supply,b,4.0
35235320738,Gravida Sit Incorporated,antique,b,4.12
35246778333,Vitae Velit Egestas Industries,books,b,4.94
35253328405,Mauris Eu Turpis Limited,motor,b,3.92
35260204943,Sed Dolor Limited,art dealer,c,1.43
35267193658,Magna Ltd,telecom,c,2.37
35286003506,Velit Foundation,equipment,c,2.69
35318110910,Tellus Lorem Incorporated,digital goods,a,6.21
35344855546,Quis Tristique Ac Inc.,watch,c,2.92
35367341543,Rhoncus Id Company,gift,a,6.4
35381098677,Egestas Corp.,bicycle,a,6.98
35385390863,Augue Id Ante Corporation,stationery,c,2.68
35387407637,Sollicitudin Orci Sem Incorporated,artist supply,a,5.83
35388105918,Orci Lobortis Limited,music,b,4.99
35391497890,Donec Corporation,health,b,3.48
35393810060,Arcu Eu Odio Limited,books,b,4.52
35424691626,Eu Sem Pellentesque Limited,computer,b,3.9
35475436187,Orci Lacus Vestibulum Institute,shoe,c,1.46
35480690241,Felis Purus PC,furniture,a,6.73
35556933338,Semper Cursus Integer Limited,digital goods,a,6.87
35575706403,Tempus Mauris Ltd,antique,b,3.46
35578320747,Morbi PC,computer,b,3.53
35615649088,Tincidunt Congue Turpis Inc.,equipment,b,4.85
35620324777,Porttitor Inc.,garden supply,c,1.92
35632109137,Natoque Penatibus Industries,watch,c,2.15
35661290048,Eget Institute,artist supply,b,3.75
35664226523,Erat Eget PC,florists,a,6.4
35679080538,Odio Etiam Limited,shoe,b,4.28
35713332328,Nisi Magna Sed LLC,shoe,b,4.74
35733444320,Arcu Ac Limited,watch,b,3.41
35754571357,Ante Dictum Incorporated,telecom,b,4.39
35755909141,Tristique Neque Venenatis Associates,furniture,b,4.16
35769589414,Arcu Et Pede Limited,equipment,c,1.63
35787272183,Blandit LLC,art dealer,a,6.5
35790530993,Venenatis Vel LLC,opticians,b,3.4
35809331583,Euismod In LLC,furniture,a,6.95
35813492759,Orci Institute,opticians,a,5.66
35883675055,Tellus Justo Institute,music,c,2.3
35906534450,Auctor Non Feugiat Corporation,music,a,5.74
35909341340,Arcu Sed Eu Incorporated,computer,b,4.8
35911782646,Semper Nam Tempor Limited,telecom,b,3.71
35927874515,Ac Orci Ut Industries,shoe,a,5.85
35979239098,Pede Nunc Sed Incorporated,bicycle,a,6.81
35990744747,Massa Lobortis Incorporated,florists,b,3.21
36002228596,Orci Consectetuer Corporation,artist supply,b,3.63
36066395091,Tristique LLC,florists,a,5.56
36105169298,Amet Diam Company,bicycle,a,6.63
36105696102,Velit Eget Institute,jewelry,c,1.55
36125151647,Sed Nec Corp.,hobby,c,1.83
36139372130,Nec Mollis Vitae LLP,hobby,a,5.77
36196225600,Leo Elementum Sem Associates,artist supply,b,4.93
36235884040,Curabitur Massa PC,computer,a,6.13
36291259608,Ac LLC,computer,b,3.17
36300724008,Ligula Aenean Associates,equipment,a,6.7
36307655284,Integer Id Incorporated,artist supply,a,5.54
36325756075,Amet Diam Ltd,computer,b,3.62
36413911362,Suspendisse Sed Institute,opticians,b,4.84
36436872469,Dui Cras Pellentesque Corporation,bicycle,a,5.81
36461610866,Phasellus Fermentum Corporation,telecom,b,3.17
36479085063,Lacinia Orci Consectetuer Company,shoe,c,1.47
36494504426,Metus Aliquam Industries,hobby,b,3.46
36502394145,Et Ultrices Posuere Corp.,jewelry,c,1.9
36555094223,Nunc Quis LLC,florists,a,6.82
36595568885,Euismod Est Arcu Inc.,hobby,b,3.12
36607451384,Feugiat Lorem Incorporated,health,b,3.51
36628336616,Sagittis Augue Incorporated,art dealer,b,3.21
36662964956,Curabitur Associates,stationery,a,5.5
36679017165,Iaculis Institute,music,a,6.84
36688095621,Aliquam Nisl Nulla Corporation,garden supply,a,5.98
36747959917,Sed Facilisis Inc.,bicycle,c,1.85
36758807067,Pellentesque Ut Ipsum Institute,watch,e,0.38
36800144612,Imperdiet Non Limited,music,a,6.84
36800720158,A Felis Ullamcorper Corporation,florists,a,6.04
36861014911,Eu Euismod Industries,gift,c,2.04
36866208934,Tellus Corp.,computer,b,3.43
36874828466,Ut Quam Vel LLP,artist supply,c,2.93
36961482719,In Cursus Corp.,telecom,b,4.68
37023533442,Ipsum Nunc Foundation,tent,c,2.19
37069107801,Pellentesque Tincidunt Ltd,bicycle,a,6.15
37097551567,Quis Pede Associates,motor,c,2.71
37106509177,Nullam Scelerisque Ltd,art dealer,a,6.54
37176176705,Eu Industries,music,a,6.12
37228343237,Odio A Purus Associates,gift,c,2.01
37238742140,Aenean Massa Company,artist supply,a,5.51
37243721612,Convallis Inc.,gift,b,4.94
37304535258,Tempus Non Institute,shoe,b,4.14
37320515399,Quisque PC,artist supply,d,0.96
37322527524,Nunc Nulla Incorporated,artist supply,c,1.88
37327984417,Purus Duis Consulting,cable,a,6.5
37351213839,Lacus Quisque Purus Institute,equipment,b,4.62
37351880405,Venenatis Incorporated,telecom,a,6.83
37358528402,Enim Mauris Inc.,equipment,a,5.99
37379915451,Tempor Est Ac Corporation,garden supply,c,1.57
37419282352,Tristique Senectus Corp.,cable,c,2.74
37440780757,Ante Iaculis Nec Corp.,garden supply,c,3.01
37442271968,Magna Tellus Faucibus LLP,watch,a,6.81
37459245212,Aliquet Phasellus Consulting,computer,b,4.08
37470904997,Lorem Fringilla Industries,music,a,6.51
37481834976,Ut Dolor Dapibus Consulting,antique,b,4.64
37482629458,Sem Vitae Incorporated,antique,c,1.63
37505212069,Convallis In Cursus Limited,artist supply,c,2.94
37534260149,Nulla Limited,hobby,c,1.75
37568109751,Mollis Incorporated,computer,b,3.1
37578923779,Cras Incorporated,hobby,c,2.76
37621714049,Ut Sem Company,hobby,a,5.9
37629693091,Duis A LLP,cable,c,3.02
37662781564,Vitae Velit Egestas Incorporated,garden supply,b,3.2
37670671283,Malesuada Augue Ut LLP,furniture,a,5.64
37687523474,Nunc In Industries,digital goods,b,3.44
37706925794,Purus Nullam Associates,motor,a,6.53
37718833659,Est LLC,equipment,c,2.55
37750618930,Consectetuer Ipsum PC,hobby,a,5.91
37759101222,Erat PC,stationery,a,6.43
37762125537,Pharetra Incorporated,watch,a,6.7
37802138328,Nunc Ullamcorper Velit Corporation,computer,a,5.96
37815517789,Odio PC,jewelry,b,4.41
37829861545,Cursus Vestibulum Mauris Foundation,health,b,3.65
37835781615,Quis Lectus PC,watch,a,6.93
37850439589,Mollis Vitae Associates,motor,b,4.83
37927728172,Eu Accumsan LLP,computer,a,5.69
37935728745,Laoreet Lectus Quis LLP,antique,b,4.12
37967061831,Nullam Foundation,motor,a,6.54
38012560280,In Tempus Associates,florists,a,5.67
38049816588,Commodo Tincidunt Limited,jewelry,b,4.67
38074504441,Metus In Lorem Associates,watch,c,1.5
38086864545,Fringilla Euismod Industries,health,a,6.63
38090089066,Interdum Feugiat Sed Inc.,furniture,b,3.24
38180882926,Mauris Quis Corp.,opticians,b,4.33
38194917037,Vel Nisl LLP,stationery,b,3.56
38212167834,Magna Suspendisse Industries,garden supply,b,3.83
38243146530,Suspendisse Aliquet Incorporated,motor,a,6.24
38249941422,Amet Faucibus Incorporated,tent,b,5.1
38251474462,Ipsum Dolor LLC,shoe,c,2.8
38325541616,Vivamus Non Corporation,artist supply,a,5.84
38325909884,At Associates,health,a,5.65
38337815814,Eget Venenatis Limited,bicycle,a,5.84
38361767065,Penatibus Et PC,cable,b,3.43
38363946876,Gravida LLC,digital goods,c,1.87
38367446372,Erat Vivamus Limited,books,a,5.83
38425242099,In Felis Foundation,garden supply,c,1.73
38435278995,Sed Consequat Corp.,hobby,a,6.17
38447958250,Lobortis Quam Incorporated,furniture,b,4.39
38488456221,In Cursus Consulting,watch,a,6.48
38523562929,Sed Dictum Corp.,cable,a,6.56
38523766800,Elit Elit Fermentum Foundation,furniture,a,5.94
38591231051,Lectus Sit Inc.,digital goods,b,4.5
38598071783,Etiam Imperdiet Dictum LLC,digital goods,b,4.18
38603393734,Amet Inc.,tent,b,4.53
38612000811,Magna Inc.,furniture,b,4.43
38638753805,Volutpat Ltd,tent,b,4.81
38646383513,Leo Elementum Foundation,stationery,b,4.1
38664088375,Lacinia At Foundation,gift,a,6.75
38672941140,Consequat Nec Mollis Institute,garden supply,a,6.4
38675657098,Amet LLP,shoe,c,1.88
38700038932,Etiam Bibendum Industries,tent,a,6.31
38710494876,Morbi Non Corp.,equipment,c,2.75
38721422513,Sem Pellentesque Incorporated,artist supply,a,6.93
38721857169,Dictum Magna Inc.,gift,a,6.13
38734016504,Nisi Magna Consulting,artist supply,a,6.98
38736067045,Cras Lorem Institute,gift,a,6.32
38737299876,Sit Amet Institute,garden supply,c,2.78
38807802363,Ac Mattis Ltd,books,c,1.6
38864597115,Convallis Est Foundation,stationery,b,3.28
38918664617,Faucibus Foundation,jewelry,b,3.59
38971488186,Primis In LLP,books,b,3.61
38986645707,Lectus Justo LLC,bicycle,c,1.72
38990495653,Ut Molestie In Corporation,furniture,a,6.83
39010056512,Cursus Et Eros Industries,computer,a,5.88
39060546194,At Lacus Quisque Inc.,books,a,6.09
39088614710,Ut Eros Institute,opticians,a,5.67
39112692726,Mus Proin LLC,health,b,4.95
39135845322,Quis Pede Praesent Inc.,shoe,a,6.58
39150153670,Aliquam Eu Institute,antique,a,6.99
39190083890,Rutrum Urna Corp.,computer,c,1.42
39192981624,Eu Eros LLC,furniture,b,3.29
39198539067,Suspendisse Aliquet Associates,stationery,b,3.67
39211701585,Diam Eu Dolor PC,shoe,b,4.76
39218053314,Quam Company,furniture,a,6.02
39220770748,Orci In Consequat Associates,digital goods,a,5.54
39247174689,Vulputate Ullamcorper Magna LLC,florists,c,2.51
39260384047,Quis Pede Corporation,computer,b,4.33
39288194590,Tempor Bibendum Donec Corp.,computer,b,4.87
39354007155,Rutrum Lorem Institute,shoe,b,5.07
39354019183,Ac Risus Morbi Industries,garden supply,c,1.47
39368471973,In Lorem Industries,computer,c,1.98
39434518372,Tempus Limited,opticians,a,5.69
39469311070,Lorem Donec Foundation,motor,b,3.16
39469369640,Mauris Sapien Corporation,art dealer,b,3.53
39473654822,Fringilla Ornare Placerat Incorporated,tent,c,1.83
39542524740,Urna Ut Tincidunt Inc.,digital goods,a,6.51
39580029434,Nulla Cras Ltd,hobby,b,3.28
39618687681,Lorem Industries,health,b,3.38
39646859475,Fames Corp.,equipment,b,4.37
39649557865,Arcu Morbi Institute,artist supply,c,1.47
39656540901,Magna A Neque Limited,health,a,6.26
39660241973,Facilisis Foundation,furniture,c,2.85
39685893174,Nec Eleifend Non Limited,books,d,0.56
39700611505,Sollicitudin Inc.,jewelry,c,1.78
39759375662,Elit Aliquam Auctor PC,books,a,6.96
39841504967,Felis Adipiscing Fringilla Limited,opticians,c,2.53
39869100896,Vivamus Nisi Mauris Corp.,digital goods,b,5.09
39896913161,Accumsan Convallis Company,books,a,6.09
39906633476,Accumsan Company,tent,c,1.5
39917000142,Justo Sit LLC,health,c,1.65
39929271871,Risus Donec Egestas Corp.,cable,b,3.75
39961396807,Sed Dolor Fusce LLP,hobby,a,5.53
39980443411,Integer Urna Limited,cable,c,1.43
40038882257,Elit Pellentesque Ltd,furniture,c,2.78
40049033270,Iaculis Aliquet Limited,stationery,a,5.65
40084144447,Arcu Nunc Industries,telecom,b,4.89
40099570304,Nulla LLC,bicycle,c,3.1
40201093869,Justo Praesent Corporation,computer,a,6.23
40210282064,Est Inc.,opticians,a,5.57
40215552134,Ultrices Iaculis Odio Corp.,artist supply,a,6.36
40242962373,Vel Incorporated,opticians,a,6.43
40252040480,Luctus Felis Purus Corp.,cable,a,5.77
40272107679,Lobortis Augue Incorporated,computer,a,6.94
40279146273,Pellentesque Habitant Morbi Corp.,digital goods,a,6.0
40305723628,Quis Turpis Industries,computer,a,7.0
40307304965,Interdum Ltd,gift,a,6.91
40361137142,Porttitor Corp.,tent,a,6.19
40385667489,Quisque Ornare Industries,computer,a,6.68
40453061481,Interdum Sed Limited,stationery,b,3.41
40457357336,Lobortis Quis Industries,watch,c,2.41
40490618895,Nulla Vulputate Inc.,gift,a,6.92
40507108040,Lacinia At Institute,tent,a,6.24
40515428545,Elit Sed Consequat Associates,artist supply,a,5.89
40555823280,Nibh Donec Incorporated,gift,a,6.04
40559163709,Maecenas Iaculis Inc.,computer,c,1.5
40561597210,Sed Nec Foundation,music,a,6.21
40575200651,Sed Institute,gift,c,1.7
40590483301,Donec Tempus Corporation,cable,c,3.1
40593734741,Duis Foundation,furniture,a,6.73
40646162173,Mauris Inc.,cable,c,2.94
40711681376,Lorem Eu Consulting,health,c,2.02
40751557554,Nisi Cum Industries,artist supply,b,4.48
40776514177,Sit Amet Dapibus LLC,bicycle,a,5.84
40819329493,Cursus PC,antique,b,4.33
40836710601,Velit Eu Sem Foundation,health,c,2.32
40908151498,Diam Dictum Company,bicycle,b,3.15
40916035557,Phasellus Vitae Mauris Limited,stationery,c,2.61
40938677569,Elit Pretium Et Foundation,watch,a,6.53
40996724992,Ut Cursus Foundation,equipment,a,6.08
40996886558,Ut Pharetra Sed Limited,hobby,b,4.21
41001282470,Eu Ltd,antique,a,6.51
41027080823,Dolor Donec Ltd,furniture,a,6.89
41072674090,Metus Aliquam Erat Institute,garden supply,b,5.03
41081202656,Nam Ligula Industries,stationery,c,1.44
41081871148,Sem Consequat Institute,music,c,1.9
41108543298,Et Foundation,florists,b,4.82
41170595493,Et Ultrices Company,shoe,c,2.72
41171731175,Consectetuer Limited,stationery,a,6.43
41188281214,At Augue Inc.,digital goods,b,4.38
41197194464,Lacus Ut Associates,health,b,4.25
41216931608,Nec Enim Institute,digital goods,b,3.67
41237771126,Euismod Est Arcu PC,shoe,a,5.62
41251795489,Ultricies Sem Limited,opticians,c,2.91
41271931352,Ac Sem Ut Company,computer,b,4.69
41302588137,Magnis Dis Limited,music,a,6.64
41305045812,Ligula Tortor Incorporated,art dealer,a,5.81
41315101616,Malesuada Fames Foundation,antique,b,5.05
41329164057,Donec Ltd,opticians,a,5.79
41331108470,Ante Ltd,furniture,b,4.06
41331227038,Consectetuer Adipiscing Institute,jewelry,b,3.97
41333655501,Leo Elementum LLP,books,c,1.7
41334628518,Vitae Inc.,florists,b,3.68
41378282924,Vulputate PC,equipment,c,1.48
41383736952,Lacus Vestibulum Institute,cable,c,2.25
41424526968,Elit Consulting,antique,e,0.47
41445137000,Praesent Eu Corp.,furniture,a,6.13
41450604292,Turpis Nulla Corp.,computer,b,4.94
41481009028,Laoreet Libero Inc.,stationery,b,3.42
41485392864,Donec Luctus Corp.,florists,b,4.74
41489552788,Nonummy Ultricies LLC,garden supply,a,6.02
41502716433,Mi Associates,motor,b,4.81
41528904756,Molestie Dapibus Corporation,florists,b,3.61
41544083714,Convallis Dolor Foundation,antique,b,3.46
41549774177,Vitae Nibh Industries,florists,a,6.15
41563576600,Ut Quam Vel Corporation,cable,a,6.45
41566402880,Mus LLC,computer,b,3.24
41594644510,Dolor Incorporated,bicycle,b,4.37
41643701801,Nostra Per LLP,computer,a,6.12
41657963012,Lacus Quisque LLC,computer,c,2.61
41663117354,Litora Torquent Industries,watch,a,6.91
41670880601,Quam Vel Limited,hobby,d,0.93
41686800806,Mus Aenean Consulting,art dealer,a,6.72
41697741069,Interdum Curabitur Limited,gift,a,6.66
41704070214,Tellus Company,telecom,c,1.78
41705715409,Augue Eu LLP,furniture,a,6.05
41747634618,Dolor Fusce Mi Incorporated,computer,c,2.86
41827752591,Fusce Aliquam Consulting,gift,b,3.94
41847933261,Mollis Duis Industries,watch,a,5.95
41877503091,Lacus Vestibulum Lorem PC,hobby,b,4.11
41881349154,Adipiscing Enim LLP,books,c,2.02
41944909975,Et Nunc Consulting,books,e,0.16
41956465747,Pede Cras LLP,motor,b,3.79
41957730940,Arcu Et Inc.,artist supply,c,2.68
41974958954,Sed Libero Proin Incorporated,cable,a,5.51
41980722395,Aliquet Nec PC,health,a,6.76
41991231044,A Corporation,stationery,a,6.72
42032686423,At Consulting,books,a,6.49
42061762079,Nunc Interdum LLC,artist supply,c,2.33
42077919948,Nec Tempus Institute,art dealer,d,0.65
42105964394,Ut Erat PC,gift,b,4.91
42142667769,Laoreet Posuere Enim Inc.,equipment,a,6.79
42150648766,Nec Mollis Corp.,motor,a,6.64
42191818419,Sit PC,opticians,a,6.67
42217736449,Egestas Ligula Nullam Corporation,shoe,b,4.38
